Ciudad,Región,Canal,Programa,Horario,Enlace
Adelaide,SA,9HD,TV Shop - Home Shopping,2:00 AM,https://tvguide.9now.com.au/program/tv-shop-home-shopping/184500/
Adelaide,SA,9HD,TV Shop - Home Shopping,2:30 AM,https://tvguide.9now.com.au/program/tv-shop-home-shopping/184500/
Adelaide,SA,9HD,TV Shop - Home Shopping,3:00 AM,https://tvguide.9now.com.au/program/tv-shop-home-shopping/184500/
Adelaide,SA,9HD,TV Shop - Home Shopping,3:30 AM,https://tvguide.9now.com.au/program/tv-shop-home-shopping/184500/
Adelaide,SA,9HD,Believer's Voice of Victory,4:00 AM,https://tvguide.9now.com.au/program/believers-voice-of-victory/172573/
Adelaide,SA,9HD,Fishing Australia,4:30 AM,https://tvguide.9now.com.au/program/fishing-australia/138258/
Adelaide,SA,9HD,Today Early News,5:00 AM,https://tvguide.9now.com.au/program/today-early-news/428725/
Adelaide,SA,9HD,Today,5:30 AM,https://tvguide.9now.com.au/program/today/100687/
Adelaide,SA,9HD,Today Extra,9:00 AM,https://tvguide.9now.com.au/program/today-extra/134254/
Adelaide,SA,9HD,9News Morning,11:30 AM,https://tvguide.9now.com.au/program/9news-morning/426816/
Adelaide,SA,9HD,Married at First Sight,12:00 PM,https://tvguide.9now.com.au/program/married-at-first-sight/311372/
Adelaide,SA,9HD,Pointless,2:00 PM,https://tvguide.9now.com.au/program/pointless/325129/
Adelaide,SA,9HD,Tipping Point,3:00 PM,https://tvguide.9now.com.au/program/tipping-point/331700/
Adelaide,SA,9HD,9News Afternoon,4:00 PM,https://tvguide.9now.com.au/program/9news-afternoon/426775/
Adelaide,SA,9HD,Tipping Point Australia,5:00 PM,https://tvguide.9now.com.au/program/tipping-point-australia/426483/
Adelaide,SA,9HD,9News,6:00 PM,https://tvguide.9now.com.au/program/9news/426774/
Adelaide,SA,9HD,A Current Affair,7:00 PM,https://tvguide.9now.com.au/program/a-current-affair/131990/
Adelaide,SA,9HD,Married at First Sight,7:30 PM,https://tvguide.9now.com.au/program/married-at-first-sight/311372/
Adelaide,SA,9HD,Dangerous Lies - Unmasking Belle Gibson,9:10 PM,https://tvguide.9now.com.au/program/dangerous-lies-unmasking-belle-gibson/434778/
Adelaide,SA,9HD,9News Late,10:10 PM,https://tvguide.9now.com.au/program/9news-late/427243/
Adelaide,SA,9HD,Forensics: Murder Scene,10:40 PM,https://tvguide.9now.com.au/program/forensics-murder-scene/434311/
Adelaide,SA,9HD,First on Scene,11:35 PM,https://tvguide.9now.com.au/program/first-on-scene/433012/
Adelaide,SA,9Gem,Nurse on Wheels,12:30 AM,https://tvguide.9now.com.au/program/nurse-on-wheels/271998/
Adelaide,SA,9Gem,Passport to Pimlico,2:15 AM,https://tvguide.9now.com.au/program/passport-to-pimlico/115244/
Adelaide,SA,9Gem,Dangerous Voyage,4:00 AM,https://tvguide.9now.com.au/program/dangerous-voyage/287974/
Adelaide,SA,9Gem,My Favorite Martian,5:30 AM,https://tvguide.9now.com.au/program/my-favorite-martian/376328/
Adelaide,SA,9Gem,Danger Man,6:00 AM,https://tvguide.9now.com.au/program/danger-man/138745/
Adelaide,SA,9Gem,Creflo Dollar Ministries,7:00 AM,https://tvguide.9now.com.au/program/creflo-dollar-ministries/274896/
Adelaide,SA,9Gem,Skippy - The Bush Kangaroo,7:30 AM,https://tvguide.9now.com.au/program/skippy-the-bush-kangaroo/132554/
Adelaide,SA,9Gem,TV Shop - Home Shopping,8:00 AM,https://tvguide.9now.com.au/program/tv-shop-home-shopping/184500/
Adelaide,SA,9Gem,TV Shop - Home Shopping,8:30 AM,https://tvguide.9now.com.au/program/tv-shop-home-shopping/184500/
Adelaide,SA,9Gem,TV Shop - Home Shopping,9:00 AM,https://tvguide.9now.com.au/program/tv-shop-home-shopping/184500/
Adelaide,SA,9Gem,New Style Direct,9:30 AM,https://tvguide.9now.com.au/program/new-style-direct/239529/
Adelaide,SA,9Gem,Adventures in Rainbow Country,10:00 AM,https://tvguide.9now.com.au/program/adventures-in-rainbow-country/135735/
Adelaide,SA,9Gem,My Favorite Martian,10:30 AM,https://tvguide.9now.com.au/program/my-favorite-martian/376328/
Adelaide,SA,9Gem,Days of Our Lives,11:00 AM,https://tvguide.9now.com.au/program/days-of-our-lives/133294/
Adelaide,SA,9Gem,The Young and the Restless,11:55 AM,https://tvguide.9now.com.au/program/the-young-and-the-restless/150292/
Adelaide,SA,9Gem,Explore TV,12:50 PM,https://tvguide.9now.com.au/program/explore-tv/168173/
Adelaide,SA,9Gem,Invictus Games Vancouver Whistler,1:00 PM,https://tvguide.9now.com.au/program/invictus-games-vancouver-whistler/434473/
Adelaide,SA,9Gem,Invictus Games Vancouver Whistler,2:00 PM,https://tvguide.9now.com.au/program/invictus-games-vancouver-whistler/434473/
Adelaide,SA,9Gem,Antiques Roadshow,4:00 PM,https://tvguide.9now.com.au/program/antiques-roadshow/130628/
Adelaide,SA,9Gem,Are You Being Served?,4:30 PM,https://tvguide.9now.com.au/program/are-you-being-served/159723/
Adelaide,SA,9Gem,Are You Being Served?,5:00 PM,https://tvguide.9now.com.au/program/are-you-being-served/159723/
Adelaide,SA,9Gem,Our Yorkshire Farm,5:30 PM,https://tvguide.9now.com.au/program/our-yorkshire-farm/400455/
Adelaide,SA,9Gem,Antiques Roadshow,6:30 PM,https://tvguide.9now.com.au/program/antiques-roadshow/130628/
Adelaide,SA,9Gem,Death in Paradise,7:30 PM,https://tvguide.9now.com.au/program/death-in-paradise/283024/
Adelaide,SA,9Gem,The Good Karma Hospital,8:40 PM,https://tvguide.9now.com.au/program/the-good-karma-hospital/361363/
Adelaide,SA,9Gem,The Madame Blanc Mysteries,9:40 PM,https://tvguide.9now.com.au/program/the-madame-blanc-mysteries/420967/
Adelaide,SA,9Gem,The Closer,10:40 PM,https://tvguide.9now.com.au/program/the-closer/132636/
Adelaide,SA,9Gem,Only Fools and Horses...,11:40 PM,https://tvguide.9now.com.au/program/only-fools-and-horses-/142782/
Adelaide,SA,9Go!,Gotham,12:20 AM,https://tvguide.9now.com.au/program/gotham/318942/
Adelaide,SA,9Go!,Arrow,1:15 AM,https://tvguide.9now.com.au/program/arrow/296285/
Adelaide,SA,9Go!,Arrow,2:10 AM,https://tvguide.9now.com.au/program/arrow/296285/
Adelaide,SA,9Go!,Young Sheldon,3:05 AM,https://tvguide.9now.com.au/program/young-sheldon/370297/
Adelaide,SA,9Go!,Beyblade X,3:30 AM,https://tvguide.9now.com.au/program/beyblade-x/430291/
Adelaide,SA,9Go!,Bakugan,4:00 AM,https://tvguide.9now.com.au/program/bakugan/424834/
Adelaide,SA,9Go!,Transformers: Bumblebee: Cyberverse Adventures,4:30 AM,https://tvguide.9now.com.au/program/transformers-bumblebee-cyberverse-adventures/397373/
Adelaide,SA,9Go!,Lego City Adventures,4:50 AM,https://tvguide.9now.com.au/program/lego-city-adventures/386534/
Adelaide,SA,9Go!,Lego Friends: The Next Chapter,5:10 AM,https://tvguide.9now.com.au/program/lego-friends-the-next-chapter/422160/
Adelaide,SA,9Go!,Pokemon the Series: Sun & Moon,5:30 AM,https://tvguide.9now.com.au/program/pokemon-the-series-sun-and-moon/362366/
Adelaide,SA,9Go!,Hop,6:00 AM,https://tvguide.9now.com.au/program/hop/433927/
Adelaide,SA,9Go!,Bubble's Hotel,6:30 AM,https://tvguide.9now.com.au/program/bubbles-hotel/433691/
Adelaide,SA,9Go!,Bakugan,7:00 AM,https://tvguide.9now.com.au/program/bakugan/424834/
Adelaide,SA,9Go!,The Actually Really Very Difficult Show,7:30 AM,https://tvguide.9now.com.au/program/the-actually-really-very-difficult-show/424606/
Adelaide,SA,9Go!,Beyblade Burst Quadstrike,8:00 AM,https://tvguide.9now.com.au/program/beyblade-burst-quadstrike/421550/
Adelaide,SA,9Go!,Wild Manes,8:30 AM,https://tvguide.9now.com.au/program/wild-manes/433805/
Adelaide,SA,9Go!,Barbie: A Touch of Magic,9:00 AM,https://tvguide.9now.com.au/program/barbie-a-touch-of-magic/424415/
Adelaide,SA,9Go!,Yu-Gi-Oh! SEVENS,9:30 AM,https://tvguide.9now.com.au/program/yu-gi-oh-sevens/414040/
Adelaide,SA,9Go!,Ninjago,10:00 AM,https://tvguide.9now.com.au/program/ninjago/263239/
Adelaide,SA,9Go!,Pokemon Horizons: The Series,10:30 AM,https://tvguide.9now.com.au/program/pokemon-horizons-the-series/427703/
Adelaide,SA,9Go!,Transformers: Bumblebee: Cyberverse Adventures,11:00 AM,https://tvguide.9now.com.au/program/transformers-bumblebee-cyberverse-adventures/397373/
Adelaide,SA,9Go!,Bakugan,11:30 AM,https://tvguide.9now.com.au/program/bakugan/424834/
Adelaide,SA,9Go!,Gossip Girl,12:00 PM,https://tvguide.9now.com.au/program/gossip-girl/216332/
Adelaide,SA,9Go!,Gossip Girl,1:00 PM,https://tvguide.9now.com.au/program/gossip-girl/216332/
Adelaide,SA,9Go!,Bewitched,2:00 PM,https://tvguide.9now.com.au/program/bewitched/100196/
Adelaide,SA,9Go!,I Dream of Jeannie,2:30 PM,https://tvguide.9now.com.au/program/i-dream-of-jeannie/134059/
Adelaide,SA,9Go!,The Golden Girls,3:00 PM,https://tvguide.9now.com.au/program/the-golden-girls/145157/
Adelaide,SA,9Go!,The Nanny,3:30 PM,https://tvguide.9now.com.au/program/the-nanny/134184/
Adelaide,SA,9Go!,The Nanny,4:00 PM,https://tvguide.9now.com.au/program/the-nanny/134184/
Adelaide,SA,9Go!,The Addams Family,4:30 PM,https://tvguide.9now.com.au/program/the-addams-family/100388/
Adelaide,SA,9Go!,Bewitched,5:00 PM,https://tvguide.9now.com.au/program/bewitched/100196/
Adelaide,SA,9Go!,I Dream of Jeannie,5:30 PM,https://tvguide.9now.com.au/program/i-dream-of-jeannie/134059/
Adelaide,SA,9Go!,The Golden Girls,6:00 PM,https://tvguide.9now.com.au/program/the-golden-girls/145157/
Adelaide,SA,9Go!,The Nanny,6:30 PM,https://tvguide.9now.com.au/program/the-nanny/134184/
Adelaide,SA,9Go!,The Nanny,7:00 PM,https://tvguide.9now.com.au/program/the-nanny/134184/
Adelaide,SA,9Go!,Seinfeld,7:30 PM,https://tvguide.9now.com.au/program/seinfeld/100362/
Adelaide,SA,9Go!,Seinfeld,8:00 PM,https://tvguide.9now.com.au/program/seinfeld/100362/
Adelaide,SA,9Go!,Godzilla,8:30 PM,https://tvguide.9now.com.au/program/godzilla/289155/
Adelaide,SA,9Go!,Seinfeld,11:00 PM,https://tvguide.9now.com.au/program/seinfeld/100362/
Adelaide,SA,9Go!,Seinfeld,11:30 PM,https://tvguide.9now.com.au/program/seinfeld/100362/
Adelaide,SA,9Life,Barnwood Builders,12:00 AM,https://tvguide.9now.com.au/program/barnwood-builders/347276/
Adelaide,SA,9Life,Zombie House Flipping,1:00 AM,https://tvguide.9now.com.au/program/zombie-house-flipping/351025/
Adelaide,SA,9Life,Postcards,2:00 AM,https://tvguide.9now.com.au/program/postcards/133224/
Adelaide,SA,9Life,Getaway,2:30 AM,https://tvguide.9now.com.au/program/getaway/132183/
Adelaide,SA,9Life,Beachfront Bargain Hunt,3:00 AM,https://tvguide.9now.com.au/program/beachfront-bargain-hunt/344639/
Adelaide,SA,9Life,Beachfront Bargain Hunt,3:30 AM,https://tvguide.9now.com.au/program/beachfront-bargain-hunt/344639/
Adelaide,SA,9Life,House Hunters International,4:00 AM,https://tvguide.9now.com.au/program/house-hunters-international/222441/
Adelaide,SA,9Life,House Hunters International,4:30 AM,https://tvguide.9now.com.au/program/house-hunters-international/222441/
Adelaide,SA,9Life,Fixer to Fabulous,5:00 AM,https://tvguide.9now.com.au/program/fixer-to-fabulous/397522/
Adelaide,SA,9Life,Nate & Jeremiah Save My House,6:00 AM,https://tvguide.9now.com.au/program/nate-and-jeremiah-save-my-house/422215/
Adelaide,SA,9Life,House Hunters International,7:00 AM,https://tvguide.9now.com.au/program/house-hunters-international/222441/
Adelaide,SA,9Life,Fixer Upper,7:30 AM,https://tvguide.9now.com.au/program/fixer-upper/319221/
Adelaide,SA,9Life,No Demo Reno,8:30 AM,https://tvguide.9now.com.au/program/no-demo-reno/411252/
Adelaide,SA,9Life,Unsellable Houses,9:30 AM,https://tvguide.9now.com.au/program/unsellable-houses/399227/
Adelaide,SA,9Life,Postcards,10:30 AM,https://tvguide.9now.com.au/program/postcards/133224/
Adelaide,SA,9Life,House Hunters,11:00 AM,https://tvguide.9now.com.au/program/house-hunters/176646/
Adelaide,SA,9Life,Getaway,11:30 AM,https://tvguide.9now.com.au/program/getaway/132183/
Adelaide,SA,9Life,Country House Hunters: New Zealand,12:00 PM,https://tvguide.9now.com.au/program/country-house-hunters-new-zealand/419285/
Adelaide,SA,9Life,Country House Hunters: New Zealand,12:30 PM,https://tvguide.9now.com.au/program/country-house-hunters-new-zealand/419285/
Adelaide,SA,9Life,Nate & Jeremiah Save My House,1:00 PM,https://tvguide.9now.com.au/program/nate-and-jeremiah-save-my-house/422215/
Adelaide,SA,9Life,Fixer to Fabulous,2:00 PM,https://tvguide.9now.com.au/program/fixer-to-fabulous/397522/
Adelaide,SA,9Life,The Block,3:00 PM,https://tvguide.9now.com.au/program/the-block/153946/
Adelaide,SA,9Life,Beachfront Bargain Hunt,4:00 PM,https://tvguide.9now.com.au/program/beachfront-bargain-hunt/344639/
Adelaide,SA,9Life,Beachfront Bargain Hunt,4:30 PM,https://tvguide.9now.com.au/program/beachfront-bargain-hunt/344639/
Adelaide,SA,9Life,Zombie House Flipping,5:00 PM,https://tvguide.9now.com.au/program/zombie-house-flipping/351025/
Adelaide,SA,9Life,House Hunters International,6:00 PM,https://tvguide.9now.com.au/program/house-hunters-international/222441/
Adelaide,SA,9Life,House Hunters,6:30 PM,https://tvguide.9now.com.au/program/house-hunters/176646/
Adelaide,SA,9Life,House Hunters,7:00 PM,https://tvguide.9now.com.au/program/house-hunters/176646/
Adelaide,SA,9Life,House Hunters International,7:30 PM,https://tvguide.9now.com.au/program/house-hunters-international/222441/
Adelaide,SA,9Life,Backed by the Bros,8:30 PM,https://tvguide.9now.com.au/program/backed-by-the-bros/431910/
Adelaide,SA,9Life,Bargain Mansions,9:30 PM,https://tvguide.9now.com.au/program/bargain-mansions/374977/
Adelaide,SA,9Life,Bargain Mansions,10:30 PM,https://tvguide.9now.com.au/program/bargain-mansions/374977/
Adelaide,SA,9Life,House Hunters International,11:30 PM,https://tvguide.9now.com.au/program/house-hunters-international/222441/
Adelaide,SA,9Rush,Expedition X,12:30 AM,https://tvguide.9now.com.au/program/expedition-x/402351/
Adelaide,SA,9Rush,Nature's Strangest Mysteries: Solved,1:30 AM,https://tvguide.9now.com.au/program/natures-strangest-mysteries-solved/387087/
Adelaide,SA,9Rush,Nature's Strangest Mysteries: Solved,2:00 AM,https://tvguide.9now.com.au/program/natures-strangest-mysteries-solved/387087/
Adelaide,SA,9Rush,NASA's Unexplained Files,2:30 AM,https://tvguide.9now.com.au/program/nasas-unexplained-files/286473/
Adelaide,SA,9Rush,How It's Made,3:30 AM,https://tvguide.9now.com.au/program/how-its-made/190824/
Adelaide,SA,9Rush,How It's Made,4:00 AM,https://tvguide.9now.com.au/program/how-its-made/190824/
Adelaide,SA,9Rush,Drive TV,4:30 AM,https://tvguide.9now.com.au/program/drive-tv/410613/
Adelaide,SA,9Rush,Tanked,5:00 AM,https://tvguide.9now.com.au/program/tanked/279541/
Adelaide,SA,9Rush,Salvage Hunters,6:00 AM,https://tvguide.9now.com.au/program/salvage-hunters/274485/
Adelaide,SA,9Rush,How It's Made,7:00 AM,https://tvguide.9now.com.au/program/how-its-made/190824/
Adelaide,SA,9Rush,How It's Made,7:30 AM,https://tvguide.9now.com.au/program/how-its-made/190824/
Adelaide,SA,9Rush,Wheeler Dealers,8:00 AM,https://tvguide.9now.com.au/program/wheeler-dealers/165093/
Adelaide,SA,9Rush,Tanked,9:00 AM,https://tvguide.9now.com.au/program/tanked/279541/
Adelaide,SA,9Rush,Off the Hook,10:00 AM,https://tvguide.9now.com.au/program/off-the-hook/290490/
Adelaide,SA,9Rush,Off the Hook,10:30 AM,https://tvguide.9now.com.au/program/off-the-hook/290490/
Adelaide,SA,9Rush,Salvage Hunters,11:00 AM,https://tvguide.9now.com.au/program/salvage-hunters/274485/
Adelaide,SA,9Rush,Nature's Strangest Mysteries: Solved,12:00 PM,https://tvguide.9now.com.au/program/natures-strangest-mysteries-solved/387087/
Adelaide,SA,9Rush,Nature's Strangest Mysteries: Solved,12:30 PM,https://tvguide.9now.com.au/program/natures-strangest-mysteries-solved/387087/
Adelaide,SA,9Rush,Ancient Aliens,1:00 PM,https://tvguide.9now.com.au/program/ancient-aliens/254488/
Adelaide,SA,9Rush,Wheeler Dealers,2:00 PM,https://tvguide.9now.com.au/program/wheeler-dealers/165093/
Adelaide,SA,9Rush,How It's Made,3:00 PM,https://tvguide.9now.com.au/program/how-its-made/190824/
Adelaide,SA,9Rush,How It's Made,3:30 PM,https://tvguide.9now.com.au/program/how-its-made/190824/
Adelaide,SA,9Rush,Drive TV,4:00 PM,https://tvguide.9now.com.au/program/drive-tv/410613/
Adelaide,SA,9Rush,Salvage Hunters,4:30 PM,https://tvguide.9now.com.au/program/salvage-hunters/274485/
Adelaide,SA,9Rush,Tanked,5:30 PM,https://tvguide.9now.com.au/program/tanked/279541/
Adelaide,SA,9Rush,Wheeler Dealers,6:30 PM,https://tvguide.9now.com.au/program/wheeler-dealers/165093/
Adelaide,SA,9Rush,Bering Sea Gold,7:30 PM,https://tvguide.9now.com.au/program/bering-sea-gold/283636/
Adelaide,SA,9Rush,Aussie Gold Hunters: Mine SOS,8:30 PM,https://tvguide.9now.com.au/program/aussie-gold-hunters-mine-sos/415692/
Adelaide,SA,9Rush,Gold Rush: White Water Special,9:30 PM,https://tvguide.9now.com.au/program/gold-rush-white-water-special/398443/
Adelaide,SA,9Rush,Gold Rush: Dave Turin's Lost Mine,10:30 PM,https://tvguide.9now.com.au/program/gold-rush-dave-turins-lost-mine/384017/
Adelaide,SA,9Rush,Bering Sea Gold,11:30 PM,https://tvguide.9now.com.au/program/bering-sea-gold/283636/
Port Augusta,SA,9HD,Destination WA,12:50 AM,https://tvguide.9now.com.au/program/destination-wa/157711/
Port Augusta,SA,9HD,TV Shop - Home Shopping,1:30 AM,https://tvguide.9now.com.au/program/tv-shop-home-shopping/184500/
Port Augusta,SA,9HD,TV Shop - Home Shopping,2:00 AM,https://tvguide.9now.com.au/program/tv-shop-home-shopping/184500/
Port Augusta,SA,9HD,TV Shop - Home Shopping,2:30 AM,https://tvguide.9now.com.au/program/tv-shop-home-shopping/184500/
Port Augusta,SA,9HD,TV Shop - Home Shopping,3:00 AM,https://tvguide.9now.com.au/program/tv-shop-home-shopping/184500/
Port Augusta,SA,9HD,TV Shop - Home Shopping,3:30 AM,https://tvguide.9now.com.au/program/tv-shop-home-shopping/184500/
Port Augusta,SA,9HD,Believer's Voice of Victory,4:00 AM,https://tvguide.9now.com.au/program/believers-voice-of-victory/172573/
Port Augusta,SA,9HD,Fishing Australia,4:30 AM,https://tvguide.9now.com.au/program/fishing-australia/138258/
Port Augusta,SA,9HD,Today Early News,5:00 AM,https://tvguide.9now.com.au/program/today-early-news/428725/
Port Augusta,SA,9HD,Today,5:30 AM,https://tvguide.9now.com.au/program/today/100687/
Port Augusta,SA,9HD,Today Extra,9:00 AM,https://tvguide.9now.com.au/program/today-extra/134254/
Port Augusta,SA,9HD,9News Morning,11:30 AM,https://tvguide.9now.com.au/program/9news-morning/426816/
Port Augusta,SA,9HD,Married at First Sight,12:01 PM,https://tvguide.9now.com.au/program/married-at-first-sight/311372/
Port Augusta,SA,9HD,Pointless,1:56 PM,https://tvguide.9now.com.au/program/pointless/325129/
Port Augusta,SA,9HD,Tipping Point,2:57 PM,https://tvguide.9now.com.au/program/tipping-point/331700/
Port Augusta,SA,9HD,9News Afternoon,4:00 PM,https://tvguide.9now.com.au/program/9news-afternoon/426775/
Port Augusta,SA,9HD,Tipping Point Australia,4:57 PM,https://tvguide.9now.com.au/program/tipping-point-australia/426483/
Port Augusta,SA,9HD,9News,5:59 PM,https://tvguide.9now.com.au/program/9news/426774/
Port Augusta,SA,9HD,A Current Affair,7:00 PM,https://tvguide.9now.com.au/program/a-current-affair/131990/
Port Augusta,SA,9HD,Married at First Sight,7:31 PM,https://tvguide.9now.com.au/program/married-at-first-sight/311372/
Port Augusta,SA,9HD,Dangerous Lies - Unmasking Belle Gibson,9:08 PM,https://tvguide.9now.com.au/program/dangerous-lies-unmasking-belle-gibson/434778/
Port Augusta,SA,9HD,9News Late,10:11 PM,https://tvguide.9now.com.au/program/9news-late/427243/
Port Augusta,SA,9HD,Forensics: Murder Scene,10:41 PM,https://tvguide.9now.com.au/program/forensics-murder-scene/434311/
Port Augusta,SA,9HD,First on Scene,11:43 PM,https://tvguide.9now.com.au/program/first-on-scene/433012/
Port Augusta,SA,9Now,Married At First Sight,Transmitiendo ahora,https://9now.app.link/?$canonical_url=https%3A%2F%2Fwww.9now.com.au%2Fmarried-at-first-sight&$desktop_url=https%3A%2F%2Fwww.9now.com.au%2Fmarried-at-first-sight&ocid=nine.com.au-9now-a11985-tvguide&~campaign=married-at-first-sight&~channel=nine.com.au_TV_Guide&~feature=Content_Discovery_Referrals
Port Augusta,SA,9Now,Dangerous Lies: Unmasking Belle Gibson,Transmitiendo ahora,https://9now.app.link/?$canonical_url=https%3A%2F%2Fwww.9now.com.au%2Fdangerous-lies-unmasking-belle-gibson&$desktop_url=https%3A%2F%2Fwww.9now.com.au%2Fdangerous-lies-unmasking-belle-gibson&ocid=nine.com.au-9now-a11985-tvguide&~campaign=dangerous-lies-unmasking-belle-gibson&~channel=nine.com.au_TV_Guide&~feature=Content_Discovery_Referrals
Port Augusta,SA,9Now,60 Minutes,Transmitiendo ahora,https://9now.app.link/?$canonical_url=https%3A%2F%2Fwww.9now.com.au%2F60-minutes&$desktop_url=https%3A%2F%2Fwww.9now.com.au%2F60-minutes&ocid=nine.com.au-9now-a11985-tvguide&~campaign=60-minutes&~channel=nine.com.au_TV_Guide&~feature=Content_Discovery_Referrals
Port Augusta,SA,9Now,Love Island Uk: All Stars,Transmitiendo ahora,https://9now.app.link/?$canonical_url=https%3A%2F%2Fwww.9now.com.au%2Flove-island-uk-all-stars&$desktop_url=https%3A%2F%2Fwww.9now.com.au%2Flove-island-uk-all-stars&ocid=nine.com.au-9now-a11985-tvguide&~campaign=love-island-uk-all-stars&~channel=nine.com.au_TV_Guide&~feature=Content_Discovery_Referrals
Port Augusta,SA,9Now,Madam,Transmitiendo ahora,https://9now.app.link/?$canonical_url=https%3A%2F%2Fwww.9now.com.au%2Fmadam&$desktop_url=https%3A%2F%2Fwww.9now.com.au%2Fmadam&ocid=nine.com.au-9now-a11985-tvguide&~campaign=madam&~channel=nine.com.au_TV_Guide&~feature=Content_Discovery_Referrals
Port Augusta,SA,9Now,Big Miracles,Transmitiendo ahora,https://9now.app.link/?$canonical_url=https%3A%2F%2Fwww.9now.com.au%2Fbig-miracles&$desktop_url=https%3A%2F%2Fwww.9now.com.au%2Fbig-miracles&ocid=nine.com.au-9now-a11985-tvguide&~campaign=big-miracles&~channel=nine.com.au_TV_Guide&~feature=Content_Discovery_Referrals
Port Augusta,SA,9Now,Married At First Sight,Transmitiendo ahora,https://9now.app.link/?$canonical_url=https%3A%2F%2Fwww.9now.com.au%2Fmarried-at-first-sight&$desktop_url=https%3A%2F%2Fwww.9now.com.au%2Fmarried-at-first-sight&ocid=nine.com.au-9now-a11985-tvguide&~campaign=married-at-first-sight&~channel=nine.com.au_TV_Guide&~feature=Content_Discovery_Referrals
Port Augusta,SA,9Now,Dangerous Lies: Unmasking Belle Gibson,Transmitiendo ahora,https://9now.app.link/?$canonical_url=https%3A%2F%2Fwww.9now.com.au%2Fdangerous-lies-unmasking-belle-gibson&$desktop_url=https%3A%2F%2Fwww.9now.com.au%2Fdangerous-lies-unmasking-belle-gibson&ocid=nine.com.au-9now-a11985-tvguide&~campaign=dangerous-lies-unmasking-belle-gibson&~channel=nine.com.au_TV_Guide&~feature=Content_Discovery_Referrals
Port Augusta,SA,9Now,60 Minutes,Transmitiendo ahora,https://9now.app.link/?$canonical_url=https%3A%2F%2Fwww.9now.com.au%2F60-minutes&$desktop_url=https%3A%2F%2Fwww.9now.com.au%2F60-minutes&ocid=nine.com.au-9now-a11985-tvguide&~campaign=60-minutes&~channel=nine.com.au_TV_Guide&~feature=Content_Discovery_Referrals
Port Augusta,SA,9Now,Love Island Uk: All Stars,Transmitiendo ahora,https://9now.app.link/?$canonical_url=https%3A%2F%2Fwww.9now.com.au%2Flove-island-uk-all-stars&$desktop_url=https%3A%2F%2Fwww.9now.com.au%2Flove-island-uk-all-stars&ocid=nine.com.au-9now-a11985-tvguide&~campaign=love-island-uk-all-stars&~channel=nine.com.au_TV_Guide&~feature=Content_Discovery_Referrals
Port Augusta,SA,9Now,Madam,Transmitiendo ahora,https://9now.app.link/?$canonical_url=https%3A%2F%2Fwww.9now.com.au%2Fmadam&$desktop_url=https%3A%2F%2Fwww.9now.com.au%2Fmadam&ocid=nine.com.au-9now-a11985-tvguide&~campaign=madam&~channel=nine.com.au_TV_Guide&~feature=Content_Discovery_Referrals
Port Augusta,SA,9Now,Big Miracles,Transmitiendo ahora,https://9now.app.link/?$canonical_url=https%3A%2F%2Fwww.9now.com.au%2Fbig-miracles&$desktop_url=https%3A%2F%2Fwww.9now.com.au%2Fbig-miracles&ocid=nine.com.au-9now-a11985-tvguide&~campaign=big-miracles&~channel=nine.com.au_TV_Guide&~feature=Content_Discovery_Referrals
Port Augusta,SA,9Now,Married At First Sight,Transmitiendo ahora,https://9now.app.link/?$canonical_url=https%3A%2F%2Fwww.9now.com.au%2Fmarried-at-first-sight&$desktop_url=https%3A%2F%2Fwww.9now.com.au%2Fmarried-at-first-sight&ocid=nine.com.au-9now-a11985-tvguide&~campaign=married-at-first-sight&~channel=nine.com.au_TV_Guide&~feature=Content_Discovery_Referrals
Port Augusta,SA,9Now,Dangerous Lies: Unmasking Belle Gibson,Transmitiendo ahora,https://9now.app.link/?$canonical_url=https%3A%2F%2Fwww.9now.com.au%2Fdangerous-lies-unmasking-belle-gibson&$desktop_url=https%3A%2F%2Fwww.9now.com.au%2Fdangerous-lies-unmasking-belle-gibson&ocid=nine.com.au-9now-a11985-tvguide&~campaign=dangerous-lies-unmasking-belle-gibson&~channel=nine.com.au_TV_Guide&~feature=Content_Discovery_Referrals
Port Augusta,SA,9Now,60 Minutes,Transmitiendo ahora,https://9now.app.link/?$canonical_url=https%3A%2F%2Fwww.9now.com.au%2F60-minutes&$desktop_url=https%3A%2F%2Fwww.9now.com.au%2F60-minutes&ocid=nine.com.au-9now-a11985-tvguide&~campaign=60-minutes&~channel=nine.com.au_TV_Guide&~feature=Content_Discovery_Referrals
Port Augusta,SA,9Now,Love Island Uk: All Stars,Transmitiendo ahora,https://9now.app.link/?$canonical_url=https%3A%2F%2Fwww.9now.com.au%2Flove-island-uk-all-stars&$desktop_url=https%3A%2F%2Fwww.9now.com.au%2Flove-island-uk-all-stars&ocid=nine.com.au-9now-a11985-tvguide&~campaign=love-island-uk-all-stars&~channel=nine.com.au_TV_Guide&~feature=Content_Discovery_Referrals
Port Augusta,SA,9Now,Madam,Transmitiendo ahora,https://9now.app.link/?$canonical_url=https%3A%2F%2Fwww.9now.com.au%2Fmadam&$desktop_url=https%3A%2F%2Fwww.9now.com.au%2Fmadam&ocid=nine.com.au-9now-a11985-tvguide&~campaign=madam&~channel=nine.com.au_TV_Guide&~feature=Content_Discovery_Referrals
